"EstacaoAno"	"Regiao"	"PhChuva"	"MediaUmidadeAr_%"	"Temperatura_C"	"Temperatura_CAT"	"Localidade"	"VolumeChuva_mm/h"	"IntensidadeVento_km/h"	"IntensidadeVento_CAT"	"AlertaDefesaCivil"	"PhChuva_Cat"	"IntensidadeChuva"	"NumeroVitimas"
"Primavera"	"Centro-Oeste"	5	42.85591033453999	28	"Alta"	"Urbana"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	144
"Primavera"	"Norte"	11	15.82120061381996	-6	"Baixa"	"Urbana"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	167
"Inverno"	"Sudeste"	3	32.6932801558726	18	"Mediana"	"Urbana"	1	86	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	91
"Primavera"	"Norte"	13	10.773705793259975	23	"Alta"	"Urbana"	25	10	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	132
"Primavera"	"Sudeste"	3	25.5759732007457	16	"Mediana"	"Rural"	1	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Muito Forte"	140
"Primavera"	"Centro-Oeste"	4	42.774892582283	22	"Alta"	"Rural"	11	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	159
"Primavera"	"Sul"	0	4.027248077363197	29	"Alta"	"Rural"	20	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	93
"Primavera"	"Centro-Oeste"	5	42.12580714533921	22	"Alta"	"Rural"	10	11	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	174
"Inverno"	"Norte"	10	12.770214605735283	28	"Alta"	"Rural"	25	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	122
"Primavera"	"Sul"	1	4.495433840785657	25	"Alta"	"Rural"	23	101	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	120
"Verao"	"Nordeste"	8	66.7690862437779	7	"Mediana"	"Urbana"	28	8	"Moderado"	"NaoAtivou"	"Base"	"Forte"	126
"Inverno"	"Norte"	9	13.279432663795067	-7	"Baixa"	"Rural"	24	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	200
"Primavera"	"Sudeste"	3	33.33832143484949	18	"Mediana"	"Rural"	26	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	137
"Primavera"	"Sudeste"	2	26.893565139715992	16	"Mediana"	"Urbana"	5	81	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	123
"Outono"	"Nordeste"	7	64.37127264751112	7	"Mediana"	"Urbana"	29	32	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	235
"Verao"	"Norte"	13	19.491937523667815	30	"Alta"	"Urbana"	13	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	111
"Verao"	"Centro-Oeste"	5	44.40036250062664	25	"Alta"	"Urbana"	11	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	102
"Primavera"	"Centro-Oeste"	6	42.39847931537881	23	"Alta"	"Rural"	11	16	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	177
"Outono"	"Nordeste"	7	68.73732168062132	7	"Mediana"	"Urbana"	29	22	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	204
"Primavera"	"Sul"	15	2.5993264933732476	27	"Alta"	"Urbana"	24	102	"Massivo"	"Ativou"	"Base"	"Moderada"	579
"Primavera"	"Centro-Oeste"	5	44.64576910965434	25	"Alta"	"Urbana"	10	111	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	63
"Verao"	"Sul"	0	2.4480144860926423	27	"Alta"	"Urbana"	24	109	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	58
"Primavera"	"Centro-Oeste"	6	44.143518011207604	27	"Alta"	"Rural"	11	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	135
"Outono"	"Nordeste"	7	62.88872285901374	8	"Mediana"	"Rural"	25	23	"Forte"	"NaoAtivou"	"Neutra"	"Moderada"	156
"Verao"	"Centro-Oeste"	6	40.61355181696177	23	"Alta"	"Urbana"	10	102	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	132
"Verao"	"Sudeste"	4	27.323717791971692	18	"Mediana"	"Urbana"	1	90	"Massivo"	"Ativou"	"Acida"	"Moderada"	546
"Outono"	"Sudeste"	2	25.69219695993192	18	"Mediana"	"Urbana"	21	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	145
"Inverno"	"Sudeste"	3	29.41082445261712	19	"Mediana"	"Urbana"	1	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	94
"Verao"	"Sudeste"	2	26.775978871659984	16	"Mediana"	"Rural"	7	87	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	127
"Inverno"	"Sudeste"	3	28.86142210402436	15	"Mediana"	"Urbana"	2	96	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	113
"Verao"	"Sudeste"	4	31.231777244810957	15	"Mediana"	"Rural"	24	83	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	97
"Inverno"	"Norte"	4	17.872178088111106	20	"Mediana"	"Urbana"	13	114	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	98
"Inverno"	"Nordeste"	8	69.68413872181732	7	"Mediana"	"Rural"	25	33	"Forte"	"NaoAtivou"	"Base"	"Moderada"	214
"Inverno"	"Sul"	2	1.1118873090340182	27	"Alta"	"Urbana"	22	112	"Massivo"	"Ativou"	"Acida"	"Moderada"	530
"Inverno"	"Sul"	2	2.8630819348810963	30	"Alta"	"Rural"	21	108	"Massivo"	"Ativou"	"Acida"	"Moderada"	599
"Inverno"	"Centro-Oeste"	5	42.15167019590295	21	"Alta"	"Rural"	11	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	105
"Verao"	"Sudeste"	2	29.79577004703739	19	"Mediana"	"Rural"	21	84	"Massivo"	"Ativou"	"Acida"	"Moderada"	508
"Inverno"	"Norte"	9	14.664935470285378	24	"Alta"	"Urbana"	12	23	"Forte"	"NaoAtivou"	"Base"	"Moderada"	214
"Outono"	"Centro-Oeste"	6	42.72911443982661	21	"Alta"	"Urbana"	10	108	"Massivo"	"Ativou"	"Acida"	"Moderada"	583
"Outono"	"Centro-Oeste"	5	42.10463775456484	25	"Alta"	"Urbana"	10	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	149
"Inverno"	"Centro-Oeste"	4	40.827542114547164	26	"Alta"	"Urbana"	10	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	136
"Inverno"	"Centro-Oeste"	4	40.00685568723841	28	"Alta"	"Urbana"	11	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	129
"Outono"	"Sudeste"	3	34.317686149432696	15	"Mediana"	"Urbana"	6	79	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	149
"Inverno"	"Sul"	0	3.8626285367975273	30	"Alta"	"Rural"	24	90	"Massivo"	"Ativou"	"Acida"	"Moderada"	595
"Verao"	"Sudeste"	3	27.062637963957673	15	"Mediana"	"Urbana"	9	79	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	142
"Outono"	"Centro-Oeste"	4	44.87903593389389	26	"Alta"	"Rural"	11	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	100
"Inverno"	"Centro-Oeste"	4	41.88061515132512	28	"Alta"	"Urbana"	10	16	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	120
"Primavera"	"Centro-Oeste"	6	44.78007333367217	23	"Alta"	"Rural"	11	107	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	112
"Primavera"	"Centro-Oeste"	6	42.825338258525754	28	"Alta"	"Rural"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	165
"Outono"	"Sudeste"	2	27.899404194559413	18	"Mediana"	"Urbana"	21	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	51
"Verao"	"Sul"	0	3.9155354528689497	32	"Alta"	"Urbana"	21	118	"Furacao"	"Ativou"	"Acida"	"Moderada"	573
"Verao"	"Sudeste"	3	31.8691763232096	19	"Mediana"	"Urbana"	8	88	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	94
"Outono"	"Centro-Oeste"	5	44.1720088034444	25	"Alta"	"Urbana"	11	6	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	140
"Inverno"	"Nordeste"	7	62.975582405658706	5	"Mediana"	"Rural"	26	19	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	120
"Primavera"	"Nordeste"	7	63.46485655180023	6	"Mediana"	"Urbana"	27	12	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	118
"Verao"	"Sul"	1	4.742000467339988	25	"Alta"	"Rural"	23	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	55
"Primavera"	"Sudeste"	12	30.170988733655875	17	"Mediana"	"Rural"	22	73	"Muito Forte"	"NaoAtivou"	"Base"	"Moderada"	148
"Outono"	"Sul"	2	2.443643793652389	31	"Alta"	"Rural"	22	6	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	117
"Outono"	"Nordeste"	7	67.57878826969804	4	"Mediana"	"Rural"	25	13	"Moderado"	"NaoAtivou"	"Neutra"	"Moderada"	162
"Outono"	"Nordeste"	6	67.22785172840027	1	"Mediana"	"Urbana"	28	5	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	170
"Outono"	"Sudeste"	4	33.405705567293566	17	"Mediana"	"Rural"	24	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	141
"Verao"	"Norte"	9	14.529813713132606	31	"Alta"	"Rural"	12	15	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	168
"Primavera"	"Norte"	10	10.130941137176514	-5	"Baixa"	"Urbana"	25	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	129
"Primavera"	"Sul"	0	4.47945375194275	25	"Alta"	"Urbana"	23	111	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	131
"Outono"	"Nordeste"	8	64.4651838344854	2	"Mediana"	"Urbana"	29	30	"Forte"	"NaoAtivou"	"Base"	"Forte"	212
"Verao"	"Norte"	9	14.481723397520813	-6	"Baixa"	"Rural"	12	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	174
"Inverno"	"Norte"	12	14.96975005803577	-13	"Baixa"	"Urbana"	25	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	105
"Verao"	"Nordeste"	7	67.01184163338621	2	"Mediana"	"Urbana"	26	29	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	170
"Verao"	"Norte"	11	13.65725993669695	29	"Alta"	"Urbana"	12	3	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	169
"Inverno"	"Nordeste"	7	63.992381319449116	0	"Baixa"	"Urbana"	26	12	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	133
"Inverno"	"Sul"	2	2.0708647546410317	26	"Alta"	"Rural"	23	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	63
"Inverno"	"Sudeste"	4	27.753600973254912	17	"Mediana"	"Urbana"	29	92	"Massivo"	"Ativou"	"Acida"	"Forte"	572
"Verao"	"Nordeste"	7	69.89966950123878	3	"Mediana"	"Urbana"	26	27	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	241
"Inverno"	"Sul"	1	3.819624907429863	32	"Alta"	"Urbana"	23	30	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	194
"Verao"	"Nordeste"	7	60.77978919021004	6	"Mediana"	"Rural"	29	6	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	168
"Outono"	"Sul"	0	1.3978762217983602	30	"Alta"	"Rural"	21	92	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	53
"Inverno"	"Sudeste"	4	27.380894623613926	15	"Mediana"	"Urbana"	24	86	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	129
"Outono"	"Norte"	10	15.258485512219853	23	"Alta"	"Rural"	25	22	"Forte"	"NaoAtivou"	"Base"	"Moderada"	161
"Verao"	"Sul"	0	4.576324712811703	25	"Alta"	"Rural"	23	32	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	192
"Primavera"	"Sul"	2	1.193479687110301	31	"Alta"	"Rural"	22	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	145
"Outono"	"Centro-Oeste"	5	42.32447151248498	27	"Alta"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	163
"Outono"	"Sudeste"	4	34.17726751318588	16	"Mediana"	"Urbana"	9	94	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	53
"Inverno"	"Sudeste"	4	28.201662908414285	17	"Mediana"	"Urbana"	25	77	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	132
"Outono"	"Sudeste"	4	27.235665825724098	17	"Mediana"	"Urbana"	1	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	128
"Verao"	"Nordeste"	8	62.74790314107092	0	"Baixa"	"Urbana"	26	23	"Forte"	"NaoAtivou"	"Base"	"Forte"	237
"Outono"	"Norte"	9	15.568047036557818	-7	"Baixa"	"Urbana"	25	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	116
"Primavera"	"Norte"	12	17.818268061086815	-13	"Baixa"	"Urbana"	12	19	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	103
"Outono"	"Norte"	11	17.854375185094824	25	"Alta"	"Rural"	12	8	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	162
"Primavera"	"Centro-Oeste"	6	40.11331509688539	22	"Alta"	"Rural"	10	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	150
"Verao"	"Norte"	10	19.91127757579126	-3	"Baixa"	"Rural"	12	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	160
"Outono"	"Nordeste"	7	68.3230474641856	4	"Mediana"	"Rural"	28	11	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	173
"Verao"	"Sul"	2	4.508231188487341	25	"Alta"	"Urbana"	23	95	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	67
"Outono"	"Nordeste"	8	69.80533645794961	3	"Mediana"	"Rural"	26	9	"Moderado"	"NaoAtivou"	"Base"	"Forte"	101
"Outono"	"Sul"	0	4.259062819894715	25	"Alta"	"Rural"	24	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	124
"Verao"	"Sul"	1	3.0126205169845663	29	"Alta"	"Urbana"	21	90	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	121
"Verao"	"Sul"	2	1.2663431444423	28	"Alta"	"Urbana"	22	93	"Massivo"	"Ativou"	"Acida"	"Moderada"	594
"Verao"	"Norte"	13	11.27717940599338	-5	"Baixa"	"Urbana"	12	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	236
"Inverno"	"Sudeste"	2	26.51607019829115	16	"Mediana"	"Urbana"	29	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	129
"Outono"	"Nordeste"	8	66.95208279606186	7	"Mediana"	"Rural"	25	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	166
"Inverno"	"Sudeste"	11	31.648233797143416	17	"Mediana"	"Urbana"	23	95	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	66
"Inverno"	"Nordeste"	6	65.42859343465534	7	"Mediana"	"Rural"	26	15	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	118
"Outono"	"Sudeste"	2	27.769425950832968	18	"Mediana"	"Rural"	4	96	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	89
"Outono"	"Norte"	11	10.513036613131932	-4	"Baixa"	"Urbana"	12	23	"Forte"	"NaoAtivou"	"Base"	"Moderada"	208
"Verao"	"Nordeste"	6	62.873168025387386	3	"Mediana"	"Urbana"	27	36	"Forte"	"NaoAtivou"	"Acida"	"Forte"	170
"Primavera"	"Sudeste"	3	32.09734386042415	17	"Mediana"	"Rural"	28	89	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	80
"Primavera"	"Sul"	1	2.4355566039495358	25	"Alta"	"Urbana"	21	98	"Massivo"	"Ativou"	"Acida"	"Moderada"	523
"Outono"	"Nordeste"	7	61.21164014597155	5	"Mediana"	"Urbana"	27	18	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	144
"Verao"	"Sul"	1	3.456824984698419	32	"Alta"	"Urbana"	24	111	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	103
"Inverno"	"Sul"	1	3.8741210653226714	26	"Alta"	"Rural"	21	101	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	122
"Inverno"	"Sudeste"	3	27.67686000762261	17	"Mediana"	"Rural"	27	87	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	146
"Primavera"	"Centro-Oeste"	5	41.03854175031023	25	"Alta"	"Rural"	11	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	177
"Verao"	"Norte"	11	12.29661962363961	-11	"Baixa"	"Rural"	13	19	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	109
"Inverno"	"Norte"	12	16.080221600908523	-13	"Baixa"	"Rural"	24	106	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	110
"Primavera"	"Sudeste"	3	25.971338703221697	19	"Mediana"	"Rural"	9	86	"Massivo"	"Ativou"	"Acida"	"Moderada"	594
"Primavera"	"Norte"	13	14.503601387855724	-12	"Baixa"	"Urbana"	13	14	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	108
"Primavera"	"Nordeste"	7	68.27986943077028	6	"Mediana"	"Urbana"	28	1	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	176
"Outono"	"Norte"	9	15.914503204044316	28	"Alta"	"Rural"	12	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	144
"Inverno"	"Centro-Oeste"	5	40.619646689141895	27	"Alta"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	126
"Inverno"	"Nordeste"	7	62.83369260557816	7	"Mediana"	"Rural"	26	17	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	121
"Inverno"	"Nordeste"	7	68.71631348016118	2	"Mediana"	"Urbana"	28	1	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	163
"Primavera"	"Norte"	13	15.24193601461417	-3	"Baixa"	"Urbana"	13	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	106
"Verao"	"Nordeste"	6	63.523480361483536	6	"Mediana"	"Urbana"	27	36	"Forte"	"NaoAtivou"	"Acida"	"Forte"	200
"Verao"	"Sudeste"	2	33.12893351023094	16	"Mediana"	"Rural"	22	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	139
"Primavera"	"Norte"	13	12.373029938356003	-4	"Baixa"	"Urbana"	13	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	245
"Inverno"	"Centro-Oeste"	5	40.94218721923272	22	"Alta"	"Urbana"	10	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	139
"Inverno"	"Nordeste"	6	63.23716033899474	2	"Mediana"	"Urbana"	27	38	"Forte"	"NaoAtivou"	"Acida"	"Forte"	200
"Inverno"	"Centro-Oeste"	13	44.59423568919806	24	"Alta"	"Urbana"	10	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	179
"Primavera"	"Centro-Oeste"	6	43.25508455431492	22	"Alta"	"Rural"	11	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	107
"Primavera"	"Centro-Oeste"	4	44.23654185765568	23	"Alta"	"Urbana"	11	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	138
"Verao"	"Sul"	1	1.5783356329135705	29	"Alta"	"Urbana"	20	93	"Massivo"	"Ativou"	"Acida"	"Moderada"	504
"Primavera"	"Norte"	13	11.001761382131342	-14	"Baixa"	"Urbana"	13	28	"Forte"	"NaoAtivou"	"Base"	"Moderada"	229
"Outono"	"Centro-Oeste"	4	43.641140138951215	26	"Alta"	"Urbana"	10	3	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	121
"Primavera"	"Centro-Oeste"	6	42.20332129713194	27	"Alta"	"Rural"	11	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	128
"Inverno"	"Nordeste"	6	68.26606814142175	3	"Mediana"	"Urbana"	28	25	"Forte"	"NaoAtivou"	"Acida"	"Forte"	201
"Verao"	"Centro-Oeste"	5	44.33247792330139	26	"Alta"	"Urbana"	10	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	151
"Inverno"	"Nordeste"	8	66.66369451642336	9	"Mediana"	"Urbana"	26	6	"Moderado"	"NaoAtivou"	"Base"	"Forte"	146
"Outono"	"Sudeste"	4	30.310179311647502	18	"Mediana"	"Rural"	3	84	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	79
"Inverno"	"Norte"	10	14.480465474198702	20	"Mediana"	"Urbana"	12	102	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	88
"Inverno"	"Centro-Oeste"	5	44.36986964034021	24	"Alta"	"Urbana"	10	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	179
"Inverno"	"Centro-Oeste"	6	41.79650262156952	28	"Alta"	"Urbana"	11	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	129
"Verao"	"Sudeste"	3	32.57349450473222	16	"Mediana"	"Urbana"	3	84	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	127
"Primavera"	"Nordeste"	7	60.34395759769372	0	"Baixa"	"Rural"	27	5	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	112
"Outono"	"Norte"	11	15.462723695915216	-14	"Baixa"	"Rural"	25	26	"Forte"	"NaoAtivou"	"Base"	"Moderada"	195
"Primavera"	"Sudeste"	2	28.105798837054355	18	"Mediana"	"Rural"	2	92	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	75
"Primavera"	"Nordeste"	6	69.3317274569719	9	"Mediana"	"Rural"	27	13	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	109
"Primavera"	"Norte"	12	13.41100685988424	-8	"Baixa"	"Rural"	12	107	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	71
"Outono"	"Centro-Oeste"	6	40.01517967786956	24	"Alta"	"Urbana"	10	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	173
"Inverno"	"Sul"	14	2.762223933125844	32	"Alta"	"Rural"	20	95	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	92
"Outono"	"Nordeste"	6	61.39770495578968	0	"Baixa"	"Rural"	25	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	130
"Verao"	"Norte"	10	14.997114376552785	-10	"Baixa"	"Rural"	13	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	143
"Verao"	"Nordeste"	6	60.964413069029035	5	"Mediana"	"Urbana"	29	1	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	133
"Verao"	"Sudeste"	4	32.79258906638832	19	"Mediana"	"Rural"	1	83	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	121
"Primavera"	"Nordeste"	7	63.75728465617938	3	"Mediana"	"Urbana"	28	3	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	103
"Verao"	"Norte"	4	16.51116050406467	-9	"Baixa"	"Urbana"	13	16	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	114
"Outono"	"Centro-Oeste"	5	40.87368477166638	27	"Alta"	"Rural"	11	1	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	159
"Outono"	"Sul"	1	2.267716419072533	28	"Alta"	"Rural"	21	16	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	158
"Verao"	"Sudeste"	4	30.7081587069543	17	"Mediana"	"Urbana"	1	83	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	79
"Outono"	"Norte"	11	10.47869430042591	-12	"Baixa"	"Rural"	12	108	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	57
"Primavera"	"Norte"	12	11.267598290801857	-7	"Baixa"	"Urbana"	13	107	"Massivo"	"Ativou"	"Base"	"Moderada"	515
"Verao"	"Norte"	13	15.83618846611335	-7	"Baixa"	"Rural"	12	8	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	107
"Outono"	"Norte"	12	18.83059774345994	-14	"Baixa"	"Urbana"	12	10	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	136
"Verao"	"Norte"	12	10.47800260724938	-5	"Baixa"	"Rural"	12	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	153
"Outono"	"Centro-Oeste"	6	43.12915665413529	24	"Alta"	"Rural"	11	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	123
"Verao"	"Centro-Oeste"	11	43.38974971989718	23	"Alta"	"Urbana"	11	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	175
"Outono"	"Norte"	1	19.838126544174568	-5	"Baixa"	"Urbana"	25	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	147
"Outono"	"Sudeste"	4	25.1290770252379	19	"Mediana"	"Urbana"	5	84	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	93
"Outono"	"Sul"	1	3.2487229208910033	27	"Alta"	"Rural"	22	109	"Massivo"	"Ativou"	"Acida"	"Moderada"	543
"Outono"	"Norte"	11	18.032007274793038	-3	"Baixa"	"Urbana"	24	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	185
"Outono"	"Centro-Oeste"	4	43.16333351344277	20	"Mediana"	"Rural"	10	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	179
"Primavera"	"Norte"	11	10.356748963689405	-4	"Baixa"	"Rural"	12	11	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	117
"Inverno"	"Norte"	13	16.624669583458438	29	"Alta"	"Rural"	13	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	156
"Verao"	"Nordeste"	8	65.02163716208123	1	"Mediana"	"Urbana"	27	35	"Forte"	"NaoAtivou"	"Base"	"Forte"	155
"Primavera"	"Nordeste"	6	65.03811846500318	1	"Mediana"	"Urbana"	25	22	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	225
"Primavera"	"Sul"	1	3.7846255970756655	29	"Alta"	"Rural"	21	109	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	72
"Primavera"	"Sul"	2	2.588530770635371	30	"Alta"	"Rural"	22	110	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	147
"Outono"	"Centro-Oeste"	5	42.44780840230177	26	"Alta"	"Urbana"	11	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	142
"Verao"	"Sudeste"	4	27.858878275473014	18	"Mediana"	"Rural"	6	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	135
"Inverno"	"Nordeste"	6	66.63490931181101	6	"Mediana"	"Rural"	27	38	"Forte"	"NaoAtivou"	"Acida"	"Forte"	244
"Verao"	"Nordeste"	8	64.01396497623453	5	"Mediana"	"Rural"	29	10	"Moderado"	"NaoAtivou"	"Base"	"Forte"	170
"Inverno"	"Nordeste"	8	64.2356078523484	3	"Mediana"	"Urbana"	25	10	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	137
"Inverno"	"Norte"	2	10.285729786614342	-4	"Baixa"	"Rural"	13	26	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	211
"Primavera"	"Sudeste"	4	34.94089190345957	15	"Mediana"	"Urbana"	2	82	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	74
"Verao"	"Nordeste"	8	60.07840539061824	7	"Mediana"	"Urbana"	25	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	143
"Verao"	"Centro-Oeste"	4	42.90853314294871	20	"Mediana"	"Urbana"	10	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	146
